user_id,track_id,interaction,listen_count
user_0004,TRK-BB2BE18B066F,LIKED,1
user_0004,TRK-EB451482D464,LISTENED,9
user_0004,TRK-C4601FB43811,LISTENED,7
user_0004,TRK-5E2D24C83080,LISTENED,8
user_0004,TRK-D58352CF049D,LISTENED,3
user_0004,TRK-2AAFD7AD2FD5,LISTENED,11
user_0004,TRK-A3ECCA55369F,LISTENED,9
user_0004,TRK-34F462638F98,LIKED,1
user_0004,TRK-8CF8617761B3,LIKED,13
user_0004,TRK-76181142E094,LIKED,10
user_0004,TRK-84B198445A9C,LIKED,1
user_0004,TRK-2A198F75322A,LISTENED,8
user_0004,TRK-1081BB95D81A,LISTENED,2
user_0004,TRK-379ADF23DF70,LISTENED,12
user_0004,TRK-BB07805DD39E,LIKED,8
user_0004,TRK-961DA41928FB,LISTENED,9
user_0004,TRK-8CA7979CF847,LIKED,6
user_0004,TRK-8E485A575BD0,LIKED,7
user_0004,TRK-2A7AA4D1851A,LIKED,10
user_0004,TRK-591614A449BE,LISTENED,3
user_0004,TRK-C8AE80E57FF4,LISTENED,13
user_0004,TRK-AE3565344AA1,LISTENED,14
user_0004,TRK-E1948D54F8D0,LISTENED,8
user_0004,TRK-FB0F4391D49D,LISTENED,3
user_0004,TRK-5F142533EEA6,LISTENED,9
user_0004,TRK-4D30C9666353,LISTENED,6
user_0004,TRK-FF6006A31BDF,LISTENED,6
user_0004,TRK-E7CEAADAC014,LIKED,11
user_0004,TRK-B2765880B19C,LISTENED,3
user_0004,TRK-253ED8893580,LISTENED,8
user_0004,TRK-5B2D184FB595,LIKED,5
user_0004,TRK-5DF2269BB670,LISTENED,6
user_0004,TRK-6BBF2255CBC3,LIKED,1
user_0004,TRK-893C5C92F922,LISTENED,5
user_0004,TRK-AFF25BF56EEE,LISTENED,11
user_0004,TRK-099E808578AF,LIKED,8
user_0004,TRK-616B3CBC31E9,LISTENED,13
user_0004,TRK-1ECC79DDE9FB,LIKED,13
user_0004,TRK-DC2CA0CF960C,LISTENED,3
user_0004,TRK-9326B77C5BF1,LISTENED,2
user_0004,TRK-0E042522B38A,LIKED,13
user_0004,TRK-93A6BCC2A93D,LISTENED,9
user_0004,TRK-2F6C66DFCDD5,LISTENED,5
user_0004,TRK-F2A6D6955D0C,LISTENED,4
user_0004,TRK-03A7156C32D1,LISTENED,2
user_0004,TRK-5E365901BC17,LISTENED,6
user_0004,TRK-30A36AE1D53F,LISTENED,3
user_0004,TRK-EB8058EAB300,LIKED,8
user_0004,TRK-64F01C1FDE41,LIKED,14
user_0004,TRK-7DAEFBB8234E,LISTENED,11
user_0004,TRK-D604767D47B9,LISTENED,10
user_0004,TRK-531AF24B8FC7,LIKED,6
user_0004,TRK-C4F3822CC45E,LISTENED,7
user_0004,TRK-90A2B001BF1D,LISTENED,5
user_0004,TRK-96560973CEDC,LISTENED,3
user_0005,TRK-72D11576BD9C,LISTENED,10
user_0005,TRK-3A54CF5762DA,LISTENED,7
user_0005,TRK-411A050B8ADC,LISTENED,7
user_0005,TRK-F7A2007B6A27,LISTENED,7
user_0005,TRK-BBC2305F4E38,LISTENED,11
user_0005,TRK-2FB4FC2591A7,LISTENED,11
user_0005,TRK-AE0EC7A03CA3,LISTENED,13
user_0005,TRK-04B98AAC32E9,LISTENED,11
user_0005,TRK-5C6C830E7294,LISTENED,9
user_0005,TRK-AEB339DC9F13,LISTENED,5
user_0005,TRK-AD423957E3A5,LIKED,9
user_0005,TRK-54A96DBAB444,LISTENED,6
user_0005,TRK-68702ECCA189,LIKED,4
user_0005,TRK-521642C65781,LISTENED,13
user_0005,TRK-B045E2A9C8D4,LISTENED,13
user_0005,TRK-9D981D1641B3,LISTENED,8
user_0005,TRK-EC64CE34CA15,LISTENED,1
user_0005,TRK-E5ABBA9F9F96,LISTENED,10
user_0005,TRK-C732178249A1,LIKED,7
user_0005,TRK-D18CD0309706,LIKED,7
user_0005,TRK-ECF0F6A5B30D,LISTENED,3
user_0005,TRK-38E8008984D0,LISTENED,2
user_0005,TRK-1E0CBCE4CEA5,LISTENED,8
user_0005,TRK-84BD74391608,LIKED,11
user_0005,TRK-3E1F7CC49D1F,LISTENED,12
user_0005,TRK-D57CE8A29686,LISTENED,11
user_0005,TRK-C12F8417F82C,LISTENED,12
user_0005,TRK-906F0B8345F1,LISTENED,4
user_0005,TRK-E87FF012338A,LISTENED,13
user_0005,TRK-1B9436682EB1,LISTENED,6
user_0005,TRK-6A60496C9B40,LISTENED,14
user_0005,TRK-59EC1D8C5CB1,LIKED,13
user_0005,TRK-F135D13A6A8F,LIKED,2
user_0005,TRK-0012BAD027E0,LISTENED,13
user_0005,TRK-F8090845F245,LISTENED,14
user_0005,TRK-D1AAD2DA809C,LIKED,7
user_0005,TRK-F1EAF04B9DF6,LISTENED,14
user_0005,TRK-0633D8121EEB,LIKED,13
user_0005,TRK-EB35AE0DD5F7,LISTENED,9
user_0005,TRK-054611045480,LISTENED,10
user_0005,TRK-D9DD34A40D11,LISTENED,10
user_0005,TRK-8B49B33617EA,LISTENED,3
user_0005,TRK-34E36A4F9E43,LIKED,2
user_0005,TRK-BF5424BCEBB5,LIKED,6
user_0005,TRK-BC483C196DA0,LISTENED,8
user_0005,TRK-D4169CF6FD4A,LISTENED,11
user_0005,TRK-D06A9461A488,LISTENED,3
user_0005,TRK-AC9D79457239,LIKED,11
user_0005,TRK-E973AA1FF38A,LISTENED,4
user_0005,TRK-DE6D547CCE0A,LISTENED,9
user_0005,TRK-E2CADC1AB97D,LIKED,10
user_0005,TRK-2BEFA4166BFD,LISTENED,1
user_0005,TRK-BD52656DE148,LIKED,11
user_0006,TRK-489B81C50275,LISTENED,9
user_0006,TRK-F2F49D19F262,LISTENED,2
user_0006,TRK-2275B597ECCF,LISTENED,3
user_0006,TRK-C40F0BD62612,LIKED,1
user_0006,TRK-3272D5E1F373,LIKED,8
user_0006,TRK-38244891CD00,LISTENED,12
user_0006,TRK-54630944E68B,LISTENED,12
user_0006,TRK-FD9080DAE6F8,LIKED,5
user_0006,TRK-BEE456235A46,LISTENED,12
user_0006,TRK-D1A14FD55B47,LISTENED,13
user_0006,TRK-D9429FDE6F97,LISTENED,11
user_0006,TRK-C11DB248F26E,LISTENED,8
user_0006,TRK-16C8D10F64FC,LIKED,2
user_0006,TRK-6C61D74AEBBA,LISTENED,11
user_0006,TRK-4B97B2F6FB63,LISTENED,14
user_0006,TRK-B0A4B8AC921F,LISTENED,9
user_0006,TRK-21EA331485D6,LISTENED,12
user_0006,TRK-87F0856CF002,LISTENED,2
user_0006,TRK-0E012647AA96,LISTENED,12
user_0006,TRK-020C1308C42E,LISTENED,14
user_0006,TRK-6C0D43063F57,LISTENED,13
user_0006,TRK-4CBF1EF2C420,LISTENED,11
user_0006,TRK-32AD8FA92BB0,LISTENED,2
user_0006,TRK-86FD4BE85F21,LIKED,10
user_0006,TRK-97933D4B182D,LISTENED,8
user_0006,TRK-F084183D328D,LISTENED,11
user_0006,TRK-D9853E3FA128,LISTENED,9
user_0006,TRK-FDCAFFE87C42,LISTENED,10
user_0007,TRK-FEE9EEC10D35,LISTENED,1
user_0007,TRK-63CA196C58D7,LISTENED,5
user_0007,TRK-A7A14D6222B8,LISTENED,13
user_0007,TRK-4A1830B853DC,LISTENED,13
user_0007,TRK-E91B54E29851,LISTENED,2
user_0007,TRK-24287CB07C74,LIKED,13
user_0007,TRK-9E673112F340,LISTENED,13
user_0007,TRK-15BA87953EDD,LISTENED,7
user_0007,TRK-62F3DDFD1964,LIKED,4
user_0007,TRK-8D8234663DD7,LISTENED,10
user_0007,TRK-57C1C2405118,LISTENED,5
user_0007,TRK-99D0E65A643F,LISTENED,7
user_0007,TRK-B36D95613501,LIKED,11
user_0007,TRK-144CBB93AC09,LISTENED,12
user_0007,TRK-5B4E5EC51550,LISTENED,1
user_0007,TRK-0BDBBC9DC297,LISTENED,1
user_0007,TRK-225A12B04A05,LISTENED,8
user_0007,TRK-E0AA77C95786,LIKED,4
user_0007,TRK-FF6EA524D4F2,LISTENED,12
user_0007,TRK-6B9801577A84,LISTENED,13
user_0007,TRK-FA135874FBD8,LISTENED,9
user_0007,TRK-89FB630BF052,LISTENED,11
user_0007,TRK-A2DE7922F7E3,LISTENED,7
user_0007,TRK-B2E6603DDC41,LISTENED,13
user_0007,TRK-E7A92678D591,LISTENED,9
user_0007,TRK-C406B467D6CA,LISTENED,11
user_0007,TRK-AA6E59E25EB8,LISTENED,8
user_0007,TRK-01BBF2B2107D,LIKED,10
user_0007,TRK-E729F348A707,LIKED,8
user_0007,TRK-7FFA40DE45A7,LIKED,9
user_0007,TRK-4C0FBC8DCC9D,LISTENED,13
user_0007,TRK-46471D35FC91,LISTENED,8
user_0007,TRK-C2BEC837D32E,LISTENED,10
user_0007,TRK-95A5EE1CFC0E,LISTENED,1
user_0007,TRK-F9C71C3F9B4F,LIKED,9
user_0007,TRK-970477360E6A,LIKED,13
user_0007,TRK-C8AF7B59AE8B,LISTENED,10
user_0007,TRK-4AA573074BA0,LISTENED,12
user_0007,TRK-9E2DBA41C235,LISTENED,3
user_0007,TRK-0C4102EB24E9,LISTENED,4
user_0007,TRK-39BA74F50610,LISTENED,1
user_0007,TRK-81E994AD4D19,LIKED,4
user_0007,TRK-F7C22CCCD4B2,LIKED,13
user_0007,TRK-86D3B707B75E,LISTENED,7
user_0007,TRK-9E4E8AD97513,LISTENED,3
user_0007,TRK-66C129C5ACBB,LISTENED,2
user_0007,TRK-F0FAAAAC304E,LISTENED,11
user_0007,TRK-CA66BBC23DF6,LISTENED,11
user_0007,TRK-DD2AB7FAEFFA,LISTENED,6
user_0007,TRK-B01062509441,LISTENED,4
user_0007,TRK-5625A60EC456,LIKED,5
user_0007,TRK-55C295788C13,LISTENED,3
user_0008,TRK-4D7BCF174E16,LIKED,10
user_0008,TRK-3A0960558A6C,LISTENED,11
user_0008,TRK-C23C727FF55B,LISTENED,10
user_0008,TRK-C1B2F6F51405,LIKED,9
user_0008,TRK-FA7C705FEEF3,LISTENED,13
user_0008,TRK-DF200EFD953A,LIKED,14
user_0008,TRK-639E7F020BC7,LISTENED,3
user_0008,TRK-BB07805DD39E,LIKED,14
user_0008,TRK-D1B9B71A6910,LISTENED,6
user_0008,TRK-83C280CFB8FE,LIKED,8
user_0008,TRK-B8FA01D614F7,LIKED,9
user_0008,TRK-8CCFF460EE48,LISTENED,9
user_0008,TRK-4BEFEDD53B39,LIKED,10
user_0008,TRK-325ADBA39BFC,LIKED,4
user_0008,TRK-E9409E21209C,LISTENED,11
user_0008,TRK-B962D39D75C2,LIKED,5
user_0008,TRK-DAD551B09FDF,LISTENED,9
user_0008,TRK-8F1BEE7060F2,LISTENED,11
user_0008,TRK-E4B3B36F0F9E,LISTENED,7
user_0008,TRK-8DEAFABF4D84,LISTENED,6
user_0008,TRK-ED5F6A90FCDF,LISTENED,5
user_0008,TRK-0E7B76E54DBD,LISTENED,2
user_0008,TRK-C050894A4E60,LISTENED,12
user_0008,TRK-57390E389F43,LISTENED,11
user_0008,TRK-A45530B03DCB,LISTENED,11
user_0008,TRK-4B21E537AB66,LISTENED,1
user_0008,TRK-2494A6456691,LISTENED,8
user_0008,TRK-7E21E7C1A483,LISTENED,1
user_0008,TRK-335C4A447D2E,LISTENED,1
user_0008,TRK-717D014ED331,LISTENED,9
user_0008,TRK-FE69776DBCB9,LIKED,5
user_0008,TRK-34ADFC7F206C,LISTENED,8
user_0008,TRK-EC25D05C5101,LISTENED,13
user_0008,TRK-E2EE1848C4AB,LISTENED,5
user_0008,TRK-D8F70899542A,LISTENED,12
user_0008,TRK-5CB1EFB896E9,LISTENED,2
user_0008,TRK-A8919E5DEA35,LISTENED,10
user_0008,TRK-5389BC598E0E,LISTENED,8
user_0008,TRK-EFF7DD6D973F,LISTENED,3
user_0008,TRK-705BC3E457BC,LISTENED,3
user_0008,TRK-637FBF1FF450,LIKED,4
user_0008,TRK-7CF009F06D77,LISTENED,2
user_0008,TRK-8465E9CADC68,LIKED,3
user_0008,TRK-8FD014471C3B,LISTENED,14
user_0008,TRK-5F2E82279C03,LISTENED,4
user_0008,TRK-3DA98CD18DE9,LISTENED,12
user_0008,TRK-495097074A93,LISTENED,8
user_0008,TRK-577E22BD6316,LISTENED,13
user_0008,TRK-2848CBFB8449,LISTENED,4
user_0008,TRK-9CC8C16FBFD8,LISTENED,13
user_0008,TRK-387A0D647229,LIKED,7
user_0008,TRK-014BC1CB1EDD,LISTENED,11
user_0008,TRK-8A7668943145,LISTENED,5
user_0008,TRK-D6888535F10B,LISTENED,13
user_0008,TRK-5548D0087266,LIKED,12
user_0008,TRK-AE38D0B3D53B,LISTENED,12
user_0009,TRK-E2D2A8A4C038,LISTENED,8
user_0009,TRK-2A0F821E83A9,LISTENED,3
user_0009,TRK-54654ADE4DF6,LISTENED,5
user_0009,TRK-F774D0523805,LISTENED,8
user_0009,TRK-17C3DF5FF9EA,LISTENED,9
user_0009,TRK-D7DB0A719D69,LISTENED,7
user_0009,TRK-894B15A11D98,LISTENED,13
user_0009,TRK-25B8B90869E5,LISTENED,7
user_0009,TRK-C60B520A00BF,LIKED,7
user_0009,TRK-AD88EEAFE14B,LISTENED,5
user_0009,TRK-C666E0A66162,LISTENED,3
user_0009,TRK-ACAE7EB73CCD,LISTENED,4
user_0009,TRK-B9BCDC5F551B,LISTENED,7
user_0009,TRK-02447BB046F3,LIKED,14
user_0009,TRK-4C97FC1AF191,LISTENED,13
user_0009,TRK-975567947705,LIKED,1
user_0009,TRK-F35BEF22D928,LIKED,3
user_0009,TRK-F37298413384,LISTENED,1
user_0009,TRK-CFAFC04FCB39,LISTENED,8
user_0009,TRK-E6166AA6235E,LISTENED,2
user_0009,TRK-8A0A7093396F,LISTENED,7
user_0009,TRK-3E7B5123ABE9,LISTENED,1
user_0009,TRK-3E1008C49D3B,LIKED,7
user_0009,TRK-B1505211A6EA,LISTENED,4
user_0009,TRK-09BEF2AB8290,LISTENED,1
user_0009,TRK-27FCFB972E08,LISTENED,8
user_0009,TRK-2E1318D4B160,LISTENED,9
user_0009,TRK-33A3036FE946,LISTENED,14
user_0009,TRK-3B2223B89150,LISTENED,4
user_0009,TRK-0615881E42AB,LISTENED,3
user_0009,TRK-E8DA4B7527E8,LIKED,9
user_0009,TRK-F2C861C67EA4,LISTENED,6
user_0009,TRK-4E923C1D0C6A,LISTENED,4
user_0009,TRK-CAED8ED69C04,LISTENED,4
user_0009,TRK-1A6044C08AA5,LISTENED,3
user_0009,TRK-C5963AE623A5,LISTENED,9
user_0009,TRK-EAE16F66E2C1,LIKED,14
user_0009,TRK-71333D32F317,LISTENED,11
user_0009,TRK-BAE7C3FD939A,LISTENED,7
user_0009,TRK-5EA86ADDEAEB,LISTENED,1
user_0009,TRK-FE5FEA38B5FA,LISTENED,2
user_0009,TRK-EE0F0A7F294A,LIKED,8
user_0009,TRK-1FC085C1A0F0,LIKED,14
user_0009,TRK-3AC42EC0D55E,LIKED,2
user_0009,TRK-F8A95A12D517,LISTENED,9
user_0009,TRK-46413CF48601,LISTENED,2
user_0009,TRK-D9DD34A40D11,LIKED,12
user_0009,TRK-A126CD3CAB37,LISTENED,1
user_0009,TRK-C3BF80D672BB,LIKED,11
user_0009,TRK-87027A3E8612,LISTENED,6
user_0009,TRK-40F5A6F583CD,LISTENED,14
user_0009,TRK-79BD1674FA49,LIKED,4
user_0009,TRK-858D5289CB07,LISTENED,6
user_0009,TRK-C424BEE3F332,LIKED,1
user_0009,TRK-CBDC01E08B6C,LISTENED,4
user_0010,TRK-7987A97D9BB2,LISTENED,14
user_0010,TRK-8824E18EFA76,LIKED,9
user_0010,TRK-B54B05BDC642,LISTENED,6
user_0010,TRK-1C5B9CFCF322,LISTENED,2
user_0010,TRK-EFE2B0D58052,LISTENED,6
user_0010,TRK-CA5C523F43C2,LIKED,13
user_0010,TRK-BF6A3D04B25E,LISTENED,8
user_0010,TRK-0F3B9BAA148A,LISTENED,9
user_0010,TRK-0AEA210AAD19,LISTENED,7
user_0010,TRK-E691C5FA6592,LISTENED,9
user_0010,TRK-6B18592C99B8,LISTENED,5
user_0010,TRK-7F3F92838E4D,LISTENED,10
user_0010,TRK-76292DCAB52E,LISTENED,3
user_0010,TRK-6CC313A0ABE9,LISTENED,3
user_0010,TRK-334DCDED7D07,LISTENED,9
user_0010,TRK-476FC9B7FB64,LISTENED,8
user_0010,TRK-73A03EA49104,LISTENED,12
user_0010,TRK-AC85A8058332,LISTENED,12
user_0010,TRK-5DD1180B48AE,LIKED,5
user_0010,TRK-BD5A0D234059,LISTENED,6
user_0010,TRK-32958DFABD3B,LISTENED,2
user_0010,TRK-3058FFB48B9C,LISTENED,10
user_0010,TRK-22E5CA625455,LISTENED,12
user_0010,TRK-61AF79281CA0,LISTENED,5
user_0010,TRK-764CE9D0A06F,LISTENED,1
user_0010,TRK-C063B2EA432F,LISTENED,1
user_0010,TRK-9DC355D0B604,LISTENED,10
user_0010,TRK-F7E7238F3712,LISTENED,7
user_0010,TRK-F3F4392930BF,LIKED,10
user_0010,TRK-9304934290A7,LISTENED,9
user_0011,TRK-1C0AC0E3FC2F,LIKED,5
user_0011,TRK-16D63D2C6C29,LISTENED,11
user_0011,TRK-04228187587A,LISTENED,9
user_0011,TRK-0B25FCDF3E50,LIKED,13
user_0011,TRK-089B1C55C681,LISTENED,5
user_0011,TRK-6C31AFA27D0D,LISTENED,9
user_0011,TRK-2A5D5298140B,LISTENED,3
user_0011,TRK-EBC472CC2174,LISTENED,3
user_0011,TRK-85352A9E14E3,LISTENED,5
user_0011,TRK-90DA7541B072,LISTENED,9
user_0011,TRK-87C04DFC69AF,LISTENED,7
user_0011,TRK-7E10E0C705A0,LISTENED,3
user_0011,TRK-FDB124E9C331,LISTENED,10
user_0011,TRK-B8A46E9C1095,LISTENED,9
user_0011,TRK-24C300538628,LISTENED,12
user_0011,TRK-EDE66B215E87,LIKED,8
user_0011,TRK-1C94AEA130BF,LISTENED,5
user_0011,TRK-63FD0CDC3E50,LISTENED,4
user_0011,TRK-441997C3B7F0,LIKED,12
user_0011,TRK-67A249E71F76,LIKED,12
user_0011,TRK-9F66888BD672,LISTENED,6
user_0011,TRK-84E6D155D5E0,LISTENED,14
user_0011,TRK-30F990FC33DC,LIKED,13
user_0011,TRK-A70A90C6AAD2,LISTENED,8
user_0011,TRK-96B1414C0047,LISTENED,1
user_0011,TRK-D33DAE3A25DA,LISTENED,7
user_0011,TRK-1F828A338CDD,LISTENED,6
user_0011,TRK-8D9538F16B32,LISTENED,12
user_0011,TRK-49793A2409FB,LIKED,3
user_0011,TRK-EF5F63C42B4B,LISTENED,14
user_0011,TRK-0B9C490BB4A5,LIKED,9
user_0011,TRK-60CD30E7BF7F,LISTENED,14
user_0011,TRK-852437188083,LISTENED,4
user_0011,TRK-0F10E0085BC9,LIKED,6
user_0011,TRK-05B39C8A6186,LIKED,6
user_0012,TRK-C85F7169E2CF,LIKED,10
user_0012,TRK-5718474C8A79,LISTENED,12
user_0012,TRK-D8E31EC6B1FB,LIKED,3
user_0012,TRK-F45951224D25,LISTENED,12
user_0012,TRK-BF14803FDBE3,LISTENED,1
user_0012,TRK-FEDE9EA6CF3D,LISTENED,4
user_0012,TRK-13202909EA17,LISTENED,14
user_0012,TRK-62E117CDCE65,LIKED,10
user_0012,TRK-BA19A530F251,LISTENED,3
user_0012,TRK-6F1A422C377E,LISTENED,6
user_0012,TRK-687780434F86,LISTENED,11
user_0012,TRK-0ED801F37385,LIKED,2
user_0012,TRK-4D748A861D6B,LISTENED,6
user_0012,TRK-7D1648D09C85,LISTENED,9
user_0012,TRK-32AF73685B3A,LISTENED,11
user_0012,TRK-B27751EC60E3,LISTENED,4
user_0012,TRK-3581736E4A07,LISTENED,14
user_0012,TRK-0585A66734EC,LISTENED,6
user_0012,TRK-C08722FA9FCA,LISTENED,13
user_0012,TRK-992B5DD1F76F,LIKED,5
user_0012,TRK-2AEDBC30CA09,LISTENED,7
user_0012,TRK-972D9F7FCA6D,LISTENED,10
user_0012,TRK-A002D0F44201,LISTENED,8
user_0012,TRK-664CFC4BDAE8,LISTENED,5
user_0012,TRK-CBF85FFD04C5,LISTENED,4
user_0012,TRK-0050DDA87661,LISTENED,7
user_0013,TRK-350A91DDB110,LIKED,1
user_0013,TRK-5F16C17929E0,LISTENED,7
user_0013,TRK-080778CCC934,LISTENED,9
user_0013,TRK-280779CF4B97,LISTENED,11
user_0013,TRK-8E921FB4A276,LISTENED,12
user_0013,TRK-C4653F7B9B45,LISTENED,1
user_0013,TRK-2379E3DCCB9B,LISTENED,11
user_0013,TRK-91AEA272B1E7,LISTENED,4
user_0013,TRK-DC70D0425471,LISTENED,7
user_0013,TRK-F2602CD2B1D2,LISTENED,5
user_0013,TRK-EF5111BEDC4D,LIKED,13
user_0013,TRK-AE59B7B8E377,LISTENED,4
user_0013,TRK-4B5389A8AAC2,LIKED,7
user_0013,TRK-F2769F232E3D,LISTENED,6
user_0013,TRK-8E6B2E152C7D,LISTENED,11
user_0013,TRK-51434696C6FD,LISTENED,11
user_0013,TRK-18AC5EC27031,LISTENED,10
user_0013,TRK-A48D8D5EB4DF,LISTENED,3
user_0013,TRK-14C33B44E6F3,LISTENED,12
user_0013,TRK-425B65E10DAA,LISTENED,1
user_0013,TRK-08CA308BA2B4,LISTENED,12
user_0013,TRK-989B0AC73623,LIKED,1
user_0013,TRK-2301155FE72B,LISTENED,5
user_0013,TRK-096AC106B80A,LISTENED,1
user_0013,TRK-3C2F69800A33,LISTENED,9
user_0013,TRK-46004130E487,LIKED,14
user_0013,TRK-F36201A830E6,LISTENED,3
user_0013,TRK-15E1818632D6,LISTENED,11
user_0013,TRK-43FB8400CB73,LIKED,8
user_0013,TRK-8BB5497E41E8,LISTENED,1
